"location","formatted_address","latitude","longitude"
"""bay's westlake gulshan 2 gulshan""","Gulshan, Bangladesh","23.7917","90.4167"
"""square hospitals ltd panthapath rd kalabagan""","Bangladesh","24.0","90.0"
"""tea leaf juice bar sector 4 uttara""","Uttara, Bangladesh","23.8667","90.4"
"""manjil e mashudul islam banani dohs""","Bangladesh","24.0","90.0"
"""new paltan line""","Bangladesh","24.0","90.0"
"""tenement 2 h 301/a rd 6 block e bashundhara r/a""","Bangladesh","24.0","90.0"
"""h 285 rd 16 block f bashundhara r/a""","Bangladesh","24.0","90.0"
"""hasan monil 312 salim uddin market road senpara parbata ahmed nagar""","","",""
"""lab aid hopsital rd 4 dhanmondi""","Dhanmondi, Bangladesh","23.74","90.385"
"""679 mashjid road senpara parbata purba kazipara""","Kāzīpāra, Rangpur Division, Bangladesh","25.74623","89.0251"
"""hotel prime inn mirpur 10 kacha bazar mirpur 2""","Mirpur, Bangladesh","23.805","90.366"
"""madrasatul ahsan baishbari mirpur dhaka-1216 west shewrapara""","Bangladesh","24.0","90.0"
"""25/3 west minipur senpara parbatqa paschim monipur""","Manipur, Bangladesh","23.47172","91.0612"
"""mr. baker h 9/a new baily rd""","Bangladesh","24.0","90.0"
"""icon clothing zafrabad mohammadpur""","Mohammadpur, Bangladesh","23.7659","90.35851"
"""graphic nation block c banasree""","Bangladesh","24.0","90.0"
"""top ten islam tower 35/a & 35/a/a ka salim uddin market road senpara parbata ahmed nagar""","Alicante, Valencia, Spain","38.5","-0.5"
"""dr. milon smiriti tsc  mor siddikbazar""","Bangladesh","24.0","90.0"
"""sultanar shopno general store and fast food nosor uddin rd matikata""","","",""
"""lotto 125 new elephant road dhanmondi""","New Elephant Road, Shahbag, Dhaka - 1205, Bangladesh","23.738992","90.3872386"
"""miniso banani block g""","Bangladesh","24.0","90.0"
"""177 momin saroni uttar kafrul purba kazipara""","Kāzīpāra, Rangpur Division, Bangladesh","25.74623","89.0251"
"""resonance dhaka 161/17 uttar bhasantek road matikata section 13""","Bangladesh","24.0","90.0"
"""onjoly ladies tailor's 46/a dolphin goli dhanmondi""","Dhanmondi, Bangladesh","23.74","90.385"
"""uttar modhubag chourasta jame masjid hatirjheel link rd modhubag""","Bangladesh","24.0","90.0"
"""chadpur book center nilkhet new market""","Bangladesh","24.0","90.0"
"""yar student loan & immigration gulshan 1""","","",""
"""h 417 rd 1 block d bashundhara r/a""","Bangladesh","24.0","90.0"
"""green university begum rokeya sarani west shewrapara""","Green university, Begum Rokeya Sharani, Agargaon, Dhaka - 1103, Bangladesh","23.7852866","90.3782326"
"""h 3/3 b syed nazrul islam sarani naya paltan""","Paltan, Dhaka Division, Bangladesh","23.73625","90.41426"
"""house 808 rado 18 block k bashundhara r/a""","Bangladesh","24.0","90.0"
"""malibag railgate bus stop malibagh rail gate malibagh""","Bangladesh","24.0","90.0"
"""cloud technologies senpara parbata mirpur 10""","Mirpur, Bangladesh","23.805","90.366"
"""7b road 96 banani gulshan""","Road 96, Gulshan, Dhaka - 1212, Bangladesh","23.7948156","90.4180052"
"""siraj- khaleda memorial cantonment board general hospital damalkot bhasantek""","Bangladesh","24.0","90.0"
"""bondhon city bondhan tv boro mogbazar""","Bangladesh","24.0","90.0"
"""standard chartered  bank ltd gulshan ave gulshan""","Gulshan, Bangladesh","23.7917","90.4167"
"""master laundry h 6/6 lalmatia rd block b lalmatia""","Lālmātia, Rājshāhi Division, Bangladesh","24.43374","88.45688"
"""h 9 block c mirpur 13""","9, Kazipara, Dhaka - 1216, Bangladesh","23.8070273","90.3765586"
"""sholoana foundation dohs mirpur""","Mirpur, Bangladesh","23.805","90.366"
"""nuvista pharma limited 6th floor nuvista pharma head office mirpur dohs cultural centre road 9 dhaka 1216""","","",""
"""malibagh government quarter malibaghz bazar road malibagh""","Bangladesh","24.0","90.0"
"""lanka bangla finance gulshan branch""","Bangladesh","24.0","90.0"
"""bangladesh power developement board""","Bangladesh","24.0","90.0"
"""sector 10 road 3 house 39 uttara""","Uttara, Bangladesh","23.8667","90.4"
"""bangladesh bonoshilpo corporation""","Bangladesh","24.0","90.0"
"""shidheswari road""","Bangladesh","24.0","90.0"
"""shahjalal international airport domestic terminal new airport road kurmitola sector 2""","","",""
"""hotel asia pacific h 2 rd 2 baridhara""","Baridhara, Bangladesh","23.80254","90.42117"
"""tropical alauddin tower shopping complex sector 3 uttara""","Uttara, Bangladesh","23.8667","90.4"
"""kornafully garden city shopping complex kakrail rd kakrail""","Kākrāil, Bangladesh","23.73333","90.4"
"""holy family red crescent medical college hospital outdoor h 1 eskaton garden rd old eskaton""","","",""
"""indulge gul;shan 2 gulshan""","Goulburn, Goulburn Mulwaree, Australia","-34.75155","149.72086"
"""tongi kaliganj highway purbo arichpur tongi""","Tongi Kaliganj Highway, Cherag Ali, Tongi - 1711, Bangladesh","23.8938546","90.4036647"
"""laz pharma h 19/1 kakrail rd kakrail""","Kākrāil, Bangladesh","23.73333","90.4"
"""silver spring block d bashundhara r/a""","Bangladesh","24.0","90.0"
"""holiday inn dhaka city centre an ihg hotel industrial area tejgaon""","","",""
"""sarkit house officers quarters kakrail""","Kākrāil, Bangladesh","23.73333","90.4"
"""pizza point sector 6 uttara""","Uttara, Bangladesh","23.8667","90.4"
"""biman holiday premium lounge hazrat shahjalal international airport kurmitola""","Bangladesh","24.0","90.0"
"""block b dhaka uddan mohammadpur""","Mohammadpur, Bangladesh","23.7659","90.35851"
"""farmhouse burger""","Bangladesh","24.0","90.0"
"""tritech building services ltd block i bashundhara r/a""","Bangladesh","24.0","90.0"
"""mridha villa h 3 rd 6 block c banasree""","Bangladesh","24.0","90.0"
"""cooper's h 24/1/a mohammadpur ring rd shyamoli""","Shyamoli, Bangladesh","23.77438","90.36538"
"""hazrat shhajalal intrenational airport terminal 1 airport road new airport road kurmitola  sector 2""","Airport Road, Wyoming, United States of America","43.99329","-107.94926"
"""h 395/1 free school st hatirpool""","Bangladesh","24.0","90.0"
"""north  badda""","Badda, Dhaka - 1212, Bangladesh","23.7854175","90.4279147"
"""oarthopaedic trauma and spine surgery kallyanpur technical mor""","Bangladesh","24.0","90.0"
"""security check post gulshan 2 gulshan""","Gulshan, Bangladesh","23.7917","90.4167"
"""dhaka 1290""","Dhaka, Dhaka District, Bangladesh","23.7643863","90.3890144"
"""dbbl booth zaber & zubair fabrics limited 2nd gate""","","",""
"""h ka- 82/1 rd 10 baridhara dohs""","Bangladesh","24.0","90.0"
"""grace land 37b road 114 gulshan 2 gulshan""","Gulshan, Bangladesh","23.7917","90.4167"
"""babylonia 116 kazi office lane wireless paltan""","Babylonia, 116 Kazi Office Lane, Shiddheswari, Dhaka - 1217, Bangladesh","23.746572","90.4081915"
"""roshni boutiques and ladies tailors moneshwar road dhanmondi""","Dhanmondi, Bangladesh","23.74","90.385"
"""chottogram fast food & coffee shop hazrat shahjalal international airport kurmitola""","","",""
"""618 shantibagh rd dokkhin shahjahanpur shahjaalal""","Bangladesh","24.0","90.0"
"""gulshan pink city shopping complex gulshan 2 gulshan""","Gulshan, Bangladesh","23.7917","90.4167"
"""molla vai tea shop savar manikganj rd 1346""","1346, Bangladesh","24.3137","89.6089"
"""gsm technology banasree block c banasree""","Bangladesh","24.0","90.0"
"""salma'skitchen moneshwar road dhanmondi""","Dhanmondi, Bangladesh","23.74","90.385"
"""bay outlet tejkunipara tejgaon""","Tejgaon, Bangladesh","23.76296","90.38971"
"""getup limited gulshan 1 gulshan""","Gulshan, Bangladesh","23.7917","90.4167"
"""adept international gulshan 1 gulshan""","Gulshan, Bangladesh","23.7917","90.4167"
"""airport rent a car service hazrat shahjalal inetrnational airport kurmitola""","","",""
"""csd pharmacy shahid sarani dhaka cantonment""","Dhaka Cantonment, Bangladesh","23.82444","90.40556"
"""combined military hospital (cmh) shahid sarani dhaka cantonment""","Dhaka Cantonment, Bangladesh","23.82444","90.40556"
"""dhaka river port sadar launch terminal""","Bangladesh","24.0","90.0"
"""h 8/b rd 8 mohammadi housingsociety mohammadpur""","Mohammadpur, Bangladesh","23.7659","90.35851"
"""navana toyota 2s center shahid tazuddin ahmed ave tejgaon industrial area""","","",""
"""kalpara jewllers baitul mokarram gulistan""","Bangladesh","24.0","90.0"
"""lab aid specialized hospital hosue 6 road 4 dhanmondi""","Dhanmondi, Bangladesh","23.74","90.385"
"""dhakeshari temple dhakeshwari rd palashi lalbagh""","Lalbagh, Bangladesh","23.71739","90.38787"
"""manda satir masjid mugdapara sabujbagh""","Bangladesh","24.0","90.0"
"""toilet building 31 (ijtema field ) embankment drive road uttara""","Uttara, Bangladesh","23.8667","90.4"
"""h 1112/a rd 1/a adabor""","Bangladesh","24.0","90.0"
"""h 50/1 mitali rd west dhanmondi""","Dhanmondi, Bangladesh","23.74","90.385"
"""hotel nikunjo residential kamalapur""","Kamalapur, Bangladesh","23.73723","90.42533"
"""bento bowl khaje dewan 1st lane llabagh""","Bangladesh","24.0","90.0"
"""384/4 shantibagh rd dokkhin shahjahanpur shahjahanpur""","Shahjāhanpur, Barisal Division, Bangladesh","21.9128","90.73626"
"""house 207 road 03 block b bashundhara r/a""","Bangladesh","24.0","90.0"
